Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
Date,,,,,,
1996-02-29 00:00:00+00:00,3.176423073,5.645555019,6,5.556665897,6.025555134,8167500
1996-03-01 00:00:00+00:00,3.230811119,5.742221832,5.800000191,5.603332996,5.645555019,6880500
1996-03-04 00:00:00+00:00,3.2439394,5.765554905,5.833333015,5.688888073,5.742221832,6084000
1996-03-05 00:00:00+00:00,3.2439394,5.765554905,5.765554905,5.765554905,5.765554905,0
1996-03-06 00:00:00+00:00,3.24018836,5.758887768,5.78000021,5.644443989,5.765554905,3960000
1996-03-07 00:00:00+00:00,3.199553967,5.686666012,5.822222233,5.656665802,5.758887768,4450500
1996-03-08 00:00:00+00:00,3.152667046,5.603332996,5.622221947,5.511110783,5.686666012,5472000
1996-03-11 00:00:00+00:00,3.066395283,5.449999809,5.574443817,5.401111126,5.603332996,4653000
1996-03-12 00:00:00+00:00,2.977623224,5.292222023,5.44444418,5.267776966,5.449999809,4117500
1996-03-13 00:00:00+00:00,3.213932514,5.712222099,5.733333111,5.313333035,5.292222023,8941500
1996-03-14 00:00:00+00:00,3.192677498,5.674444199,5.86666584,5.623332977,5.733333111,12537000
1996-03-15 00:00:00+00:00,3.154541969,5.606666088,5.711111069,5.588888168,5.674444199,13815000
1996-03-18 00:00:00+00:00,2.933862209,5.21444416,5.373332977,5.166666031,5.311110973,17239500
1996-03-19 00:00:00+00:00,2.8632195,5.088888168,5.311110973,5.004444122,5.155554771,15408000
1996-03-20 00:00:00+00:00,2.8632195,5.088888168,5.088888168,5.088888168,5.088888168,0
1996-03-21 00:00:00+00:00,2.943864584,5.23222208,5.344443798,5.133333206,5.133333206,10872000
1996-03-22 00:00:00+00:00,2.776947498,4.935554981,5.199999809,4.800000191,5.23222208,21861000
1996-03-25 00:00:00+00:00,2.589401007,4.602221966,4.777777195,4.466666222,4.777777195,55692000
1996-03-26 00:00:00+00:00,2.673171997,4.751111031,4.86666584,4.512221813,4.516665936,34699500
1996-03-27 00:00:00+00:00,2.7106812,4.817777157,4.872221947,4.711111069,4.711111069,26779500
1996-03-28 00:00:00+00:00,2.852591753,5.070000172,5.088888168,4.93333292,4.934443951,33025500
1996-03-29 00:00:00+00:00,2.799453259,4.975554943,5.133333206,4.913332939,5.088888168,23152500
1996-04-01 00:00:00+00:00,2.838213444,5.044444084,5.088888168,4.974443913,4.974443913,12132000
1996-04-02 00:00:00+00:00,2.937612772,5.221110821,5.311110973,5.033332825,5.044444084,32967000
1996-04-03 00:00:00+00:00,2.936362267,5.218887806,5.422222137,5.181110859,5.221110821,16245000
1996-04-04 00:00:00+00:00,3.011382341,5.352221966,5.36666584,5.112222195,5.156665802,42660000
1996-04-05 00:00:00+00:00,3.011382341,5.352221966,5.352221966,5.352221966,5.352221966,0
1996-04-08 00:00:00+00:00,3.150791168,5.599999905,5.637776852,5.400000095,5.453332901,49014000
1996-04-09 00:00:00+00:00,3.205805063,5.697776794,5.833333015,5.579999924,5.599999905,48334500
1996-04-10 00:00:00+00:00,3.112656355,5.532221794,5.727777004,5.467776775,5.6277771,42376500
1996-04-11 00:00:00+00:00,3.08515048,5.483333111,5.534443855,5.406665802,5.44444418,33498000
1996-04-12 00:00:00+00:00,3.110156298,5.527777195,5.538887978,5.446665764,5.467776775,18441000
1996-04-15 00:00:00+00:00,3.113281727,5.533332825,5.633333206,5.511110783,5.527777195,22684500
1996-04-16 00:00:00+00:00,3.180173874,5.652222157,5.753333092,5.532221794,5.533332825,34299000
1996-04-17 00:00:00+00:00,3.337088585,5.931110859,5.96444416,5.778888226,5.820000172,33628500
1996-04-18 00:00:00+00:00,3.440864563,6.11555481,6.222221851,6.068888187,6.12888813,37921500
1996-04-19 00:00:00+00:00,3.422734737,6.083333015,6.197776794,6.055554867,6.11555481,26325000
1996-04-22 00:00:00+00:00,3.338339567,5.93333292,6.106666088,5.888887882,6.088888168,35055000
1996-04-23 00:00:00+00:00,3.390852928,6.026666164,6.076665878,5.844443798,5.855555058,34960500
1996-04-24 00:00:00+00:00,3.522135258,6.260000229,6.288887978,6.166666031,6.026666164,23674500
1996-04-25 00:00:00+00:00,3.367721081,5.985555172,6.266665936,5.911110878,6.266665936,23670000
1996-04-26 00:00:00+00:00,3.422734737,6.083333015,6.199999809,5.978888035,6.044444084,20560500
1996-04-29 00:00:00+00:00,3.440239429,6.114443779,6.144443989,5.935554981,6.083333015,17212500
1996-04-30 00:00:00+00:00,3.405855656,6.053332806,6.122221947,6,6.114443779,13378500
1996-05-01 00:00:00+00:00,3.453992844,6.138887882,6.177776814,6.077776909,6.053332806,5935500
1996-05-02 00:00:00+00:00,3.45211792,6.13555479,6.153333187,6.005555153,6.138887882,19174500
1996-05-03 00:00:00+00:00,3.422109365,6.082221985,6.211111069,6.058887959,6.113333225,24403500
1996-05-06 00:00:00+00:00,3.286450624,5.841111183,6,5.826665878,5.988887787,20434500
1996-05-07 00:00:00+00:00,3.298953533,5.863333225,5.911110878,5.782221794,5.841111183,9841500
1996-05-08 00:00:00+00:00,3.340838909,5.937777042,5.994443893,5.612222195,5.863333225,28692000
1996-05-09 00:00:00+00:00,3.284574986,5.837777138,5.95222187,5.813333035,5.8777771,14679000
1996-05-10 00:00:00+00:00,3.303330183,5.871110916,5.908887863,5.712222099,5.837777138,20101500
1996-05-13 00:00:00+00:00,3.459619045,6.148888111,6.211111069,5.956665993,6,31594500
1996-05-14 00:00:00+00:00,3.641540527,6.472221851,6.533332825,6.11666584,6.133333206,66078000
1996-05-15 00:00:00+00:00,3.608407021,6.413332939,6.466666222,6.173333168,6.44444418,50305500
1996-05-16 00:00:00+00:00,3.621534348,6.436666012,6.576665878,6.388887882,6.466666222,33187500
1996-05-17 00:00:00+00:00,3.570271492,6.345554829,6.436666012,6.313333035,6.436666012,21501000
1996-05-20 00:00:00+00:00,3.387726784,6.021111012,6.211111069,6.002222061,6.177776814,18441000
1996-05-21 00:00:00+00:00,3.326460838,5.912221909,6.054443836,5.856666088,5.955554962,35910000
1996-05-22 00:00:00+00:00,3.392101765,6.028888226,6.111111164,5.997776985,5.997776985,20898000
1996-05-23 00:00:00+00:00,3.364596367,5.980000019,6.09888792,5.949999809,6.066666126,20889000
1996-05-24 00:00:00+00:00,3.410857677,6.062222004,6.108888149,6,6.022222042,21708000
1996-05-27 00:00:00+00:00,3.322084665,5.904444218,6.041110992,5.888887882,6.022222042,22122000
1996-05-28 00:00:00+00:00,3.313331127,5.888887882,5.95111084,5.778888226,5.822222233,26806500
1996-05-29 00:00:00+00:00,3.461495638,6.152222157,6.233333111,6.005555153,6.022222042,19197000
1996-05-30 00:00:00+00:00,3.418358564,6.075554848,6.216666222,6.054443836,6.152222157,16020000
1996-05-31 00:00:00+00:00,3.427736998,6.092222214,6.111111164,6.055554867,6.075554848,6705000
1996-06-03 00:00:00+00:00,3.53588748,6.284443855,6.309999943,6.111111164,6.111111164,19215000
1996-06-04 00:00:00+00:00,3.472747564,6.172222137,6.36555481,6.133333206,6.311110973,16807500
1996-06-05 00:00:00+00:00,3.471497774,6.170000076,6.198887825,6.088888168,6.188888073,11344500
1996-06-06 00:00:00+00:00,3.577148676,6.357777119,6.411110878,6.266665936,6.277777195,29074500
1996-06-07 00:00:00+00:00,3.670296907,6.523333073,6.544444084,6.312222004,6.312222004,73305000
1996-06-10 00:00:00+00:00,3.664670706,6.513332844,6.572222233,6.456665993,6.572222233,34047000
1996-06-11 00:00:00+00:00,3.744065762,6.654444218,6.75,6.461111069,6.461111069,60835500
1996-06-12 00:00:00+00:00,3.846591234,6.836666107,6.908887863,6.755555153,6.766665936,59859000
1996-06-13 00:00:00+00:00,3.917234182,6.962222099,6.983333111,6.816666126,6.816666126,95800500
1996-06-14 00:00:00+00:00,4.088527679,7.266665936,7.294444084,6.987777233,6.987777233,179604000
1996-06-17 00:00:00+00:00,3.890977144,6.915555,7.266665936,6.86666584,7.216666222,179815500
1996-06-18 00:00:00+00:00,3.826586723,6.801111221,7,6.296666145,6.844443798,246838500
1996-06-19 00:00:00+00:00,3.631537914,6.454443932,6.666666031,6.404444218,6.644443989,159619500
1996-06-20 00:00:00+00:00,3.763444901,6.688888073,6.761110783,6.368887901,6.368887901,157018500
1996-06-21 00:00:00+00:00,3.837215424,6.820000172,6.922222137,6.622221947,6.622221947,279954000
1996-06-24 00:00:00+00:00,4.024761677,7.153333187,7.199999809,6.888887882,6.888887882,326632500
1996-06-25 00:00:00+00:00,3.994128466,7.09888792,7.333333015,7.028888226,7.222221851,424192500
1996-06-26 00:00:00+00:00,3.923484325,6.973332882,7.122221947,6.938888073,7.088888168,202864500
1996-06-27 00:00:00+00:00,3.953493357,7.026666164,7.066666126,6.86666584,6.93333292,227979000
1996-06-28 00:00:00+00:00,3.921610832,6.96999979,7.105555058,6.942222118,7.066666126,131152500
1996-07-01 00:00:00+00:00,3.82846117,6.804443836,6.94444418,6.757777214,6.913332939,181584000
1996-07-02 00:00:00+00:00,3.779699087,6.717776775,6.861111164,6.674444199,6.800000191,190984500
1996-07-03 00:00:00+00:00,3.737814426,6.643332958,6.733333111,6.555554867,6.733333111,213259500
1996-07-04 00:00:00+00:00,3.729061842,6.6277771,6.73222208,6.491110802,6.588888168,204102000
1996-07-05 00:00:00+00:00,3.833464146,6.813333035,6.8777771,6.678887844,6.705554962,301122000
1996-07-08 00:00:00+00:00,3.863718271,6.811110973,7.222221851,6.766665936,6.887776852,129073500
1996-07-09 00:00:00+00:00,3.798166752,6.69555521,6.808887959,6.446665764,6.760000229,126684000
1996-07-10 00:00:00+00:00,3.893343449,6.863333225,6.911110878,6.735555172,6.888887882,190098000
1996-07-11 00:00:00+00:00,3.96960783,6.997776985,7.066666126,6.884444237,6.884444237,267327000
1996-07-12 00:00:00+00:00,3.953850269,6.96999979,7.055554867,6.93333292,6.977777004,194985000
1996-07-15 00:00:00+00:00,3.95573926,6.973332882,7,6.87888813,6.935554981,162396000
1996-07-16 00:00:00+00:00,3.909729958,6.892221928,7.019999981,6.855555058,7,131220000
1996-07-17 00:00:00+00:00,3.951958656,6.966666222,7.022222042,6.901111126,6.938888073,144319500
1996-07-18 00:00:00+00:00,3.992298365,7.037776947,7.122221947,6.975554943,6.994443893,183604500
1996-07-19 00:00:00+00:00,3.962044239,6.984444141,7.099999905,6.94444418,7.065555096,85104000
1996-07-22 00:00:00+00:00,3.95258975,6.967776775,7.108888149,6.824443817,6.909999847,110304000
1996-07-23 00:00:00+00:00,3.938093185,6.942222118,7.055554867,6.911110878,7.016665936,127287000
1996-07-24 00:00:00+00:00,3.887038231,6.852221966,6.966666222,6.730000019,6.927776814,208746000
1996-07-25 00:00:00+00:00,3.87947464,6.838888168,6.909999847,6.822222233,6.833333015,81180000
1996-07-26 00:00:00+00:00,3.842287302,6.773333073,6.87888813,6.717776775,6.875555038,144027000
1996-07-29 00:00:00+00:00,3.708664656,6.537776947,6.827776909,6.508887768,6.788887978,254844000
1996-07-30 00:00:00+00:00,3.589538574,6.327776909,6.491110802,6.207777023,6.491110802,371394000
1996-07-31 00:00:00+00:00,3.812033415,6.71999979,6.788887978,6.272222042,6.3777771,507483000
1996-08-01 00:00:00+00:00,3.843548298,6.775555134,7.016665936,6.733333111,6.838888168,509188500
1996-08-02 00:00:00+00:00,3.836615562,6.763332844,6.855555058,6.602221966,6.755555153,444348000
1996-08-05 00:00:00+00:00,3.87569356,6.832221985,6.93333292,6.802221775,6.833333015,304956000
1996-08-06 00:00:00+00:00,3.858674526,6.802221775,7,6.636665821,6.833333015,377064000
1996-08-07 00:00:00+00:00,3.849220276,6.785554886,6.812222004,6.71444416,6.755555153,91381500
1996-08-08 00:00:00+00:00,3.77421546,6.653333187,6.817777157,6.623332977,6.817777157,93406500
1996-08-09 00:00:00+00:00,3.803839445,6.705554962,6.73111105,6.583333015,6.644443989,126238500
1996-08-12 00:00:00+00:00,3.844178677,6.776666164,6.840000153,6.716666222,6.748888016,141907500
1996-08-13 00:00:00+00:00,3.88892889,6.855555058,6.911110878,6.75,6.756666183,129604500
1996-08-14 00:00:00+00:00,3.829681635,6.751111031,6.805554867,6.722221851,6.792222023,75834000
1996-08-15 00:00:00+00:00,3.829681635,6.751111031,6.751111031,6.751111031,6.751111031,0
1996-08-16 00:00:00+00:00,3.781148434,6.665555,6.785554886,6.631111145,6.738887787,118971000
1996-08-19 00:00:00+00:00,3.578193426,6.307776928,6.599999905,6.278888226,6.599999905,209794500
1996-08-20 00:00:00+00:00,3.599623203,6.345554829,6.438888073,6.272222042,6.277777195,139149000
1996-08-21 00:00:00+00:00,3.644374132,6.424444199,6.455554962,6.361111164,6.400000095,86971500
1996-08-22 00:00:00+00:00,3.588278532,6.325554848,6.488887787,6.305554867,6.456665993,87988500
1996-08-23 00:00:00+00:00,3.624204874,6.388887882,6.415555,6.272222042,6.291110992,70429500
1996-08-26 00:00:00+00:00,3.550460815,6.258887768,6.421111107,6.242221832,6.421111107,99459000
1996-08-27 00:00:00+00:00,3.586387873,6.322222233,6.411110878,6.162221909,6.25,200808000
1996-08-28 00:00:00+00:00,3.623574972,6.387776852,6.438888073,6.311110973,6.3777771,71779500
1996-08-29 00:00:00+00:00,3.637441397,6.412221909,6.505555153,6.373332977,6.400000095,111357000
1996-08-30 00:00:00+00:00,3.653198719,6.440000057,6.453332901,6.374444008,6.411110878,60952500
1996-09-02 00:00:00+00:00,3.740810394,6.594443798,6.661110878,6.449999809,6.477777004,143572500
1996-09-03 00:00:00+00:00,3.753415823,6.61666584,6.707777023,6.511110783,6.665555,179784000
1996-09-04 00:00:00+00:00,3.720639944,6.558887959,6.577776909,6.473332882,6.511110783,79492500
1996-09-05 00:00:00+00:00,3.763501167,6.634444237,6.648888111,6.555554867,6.594443798,69291000
1996-09-06 00:00:00+00:00,3.785561085,6.673333168,6.722221851,6.582221985,6.642221928,142956000
1996-09-09 00:00:00+00:00,3.734506369,6.583333015,6.671111107,6.567777157,6.671111107,116122500
1996-09-10 00:00:00+00:00,3.722532034,6.562222004,6.588888168,6.5,6.577776909,112117500
1996-09-11 00:00:00+00:00,3.620423794,6.382222176,6.577776909,6.36666584,6.550000191,128731500
1996-09-12 00:00:00+00:00,3.622944832,6.386665821,6.413332939,6.312222004,6.397777081,120370500
1996-09-13 00:00:00+00:00,3.602145195,6.349999905,6.44444418,6.334444046,6.422222137,83268000
1996-09-16 00:00:00+00:00,3.537854195,6.236666203,6.338888168,6.206665993,6.333333015,148135500
1996-09-17 00:00:00+00:00,3.645004749,6.425555229,6.593332767,6.222221851,6.224443913,101574000
1996-09-18 00:00:00+00:00,3.790603399,6.682221889,6.752222061,6.372221947,6.488887787,157909500
1996-09-19 00:00:00+00:00,3.691647291,6.507777214,6.71999979,6.478888035,6.666666031,196929000
1996-09-20 00:00:00+00:00,3.709295034,6.538887978,6.607777119,6.489999771,6.511110783,96763500
1996-09-23 00:00:00+00:00,3.702361822,6.526666164,6.555554867,6.478888035,6.511110783,77872500
1996-09-24 00:00:00+00:00,3.790603399,6.682221889,6.744443893,6.553332806,6.554443836,247869000
1996-09-25 00:00:00+00:00,3.77421546,6.653333187,6.786665916,6.626666069,6.710000038,155137500
1996-09-26 00:00:00+00:00,3.743331432,6.59888792,6.666666031,6.544444084,6.666666031,113598000
1996-09-27 00:00:00+00:00,3.74900341,6.608888149,6.681110859,6.523333073,6.599999905,187092000
1996-09-30 00:00:00+00:00,3.81896615,6.73222208,6.753333092,6.599999905,6.622221947,164398500
1996-10-01 00:00:00+00:00,3.860566854,6.805554867,7.188888073,6.712222099,6.754444122,240903000
1996-10-02 00:00:00+00:00,3.860566854,6.805554867,6.805554867,6.805554867,6.805554867,0
1996-10-03 00:00:00+00:00,3.935570717,6.937777042,6.966666222,6.777777195,6.800000191,303381000
1996-10-04 00:00:00+00:00,3.88892889,6.855555058,7.010000229,6.766665936,6.955554962,334696500
1996-10-07 00:00:00+00:00,3.821488142,6.736666203,6.844443798,6.559999943,6.834444046,346864500
1996-10-08 00:00:00+00:00,3.991668224,7.036665916,7.133333206,6.656665802,6.712222099,441364500
1996-10-09 00:00:00+00:00,3.916032076,6.903333187,6.988887787,6.833333015,6.911110878,195336000
1996-10-10 00:00:00+00:00,4.067304611,7.170000076,7.199999809,6.891110897,6.907776833,325944000
1996-10-11 00:00:00+00:00,4.090624332,7.211111069,7.315555096,7.166666031,7.21999979,342256500
1996-10-14 00:00:00+00:00,4.021922588,7.090000153,7.173333168,7.022222042,7.173333168,193725000
1996-10-15 00:00:00+00:00,4.014988899,7.077776909,7.263332844,6.78000021,7.064444065,381001500
1996-10-16 00:00:00+00:00,3.917291641,6.905554771,7.311110973,6.862222195,6.917777061,262372500
1996-10-17 00:00:00+00:00,3.839137316,6.767776966,6.87888813,6.64666605,6.87888813,347332500
1996-10-18 00:00:00+00:00,3.815814495,6.726665974,6.821111202,6.699999809,6.788887978,193662000
1996-10-21 00:00:00+00:00,3.815814495,6.726665974,6.726665974,6.726665974,6.726665974,0
1996-10-22 00:00:00+00:00,3.871911287,6.825554848,6.93333292,6.734444141,6.755555153,220347000
1996-10-23 00:00:00+00:00,4.031375408,7.106666088,7.153333187,6.977777004,6.977777004,156865500
1996-10-24 00:00:00+00:00,3.926748037,6.922222137,7.176665783,6.873332977,7.155554771,152622000
1996-10-25 00:00:00+00:00,3.954480171,6.971110821,6.997776985,6.87888813,6.892221928,83529000
1996-10-28 00:00:00+00:00,3.996079922,7.044444084,7.133333206,7.011110783,7.033332825,128443500
1996-10-29 00:00:00+00:00,4.074235916,7.182221889,7.311110973,7.016665936,7.044444084,214974000
1996-10-30 00:00:00+00:00,4.074235916,7.182221889,7.182221889,7.182221889,7.182221889,0
1996-10-31 00:00:00+00:00,3.795646667,6.691111088,6.834444046,6.466666222,6.834444046,385960500
1996-11-01 00:00:00+00:00,3.787451982,6.676665783,6.811110973,6.613333225,6.651111126,358177500
1996-11-04 00:00:00+00:00,3.665174484,6.461111069,6.605555058,6.411110878,6.605555058,290061000
1996-11-05 00:00:00+00:00,3.463479996,6.105555058,6.518887997,6.008887768,6.423333168,452736000
1996-11-06 00:00:00+00:00,3.221444607,5.678887844,5.894443989,5.678887844,5.888887882,219811500
1996-11-07 00:00:00+00:00,3.128792048,5.515554905,5.566666126,5.289999962,5.341111183,437089500
1996-11-08 00:00:00+00:00,3.234050989,5.70111084,5.727777004,5.545555115,5.570000172,291564000
1996-11-11 00:00:00+00:00,3.259893656,5.746665955,6.019999981,5.556665897,5.622221947,288495000
1996-11-12 00:00:00+00:00,3.259893656,5.746665955,5.746665955,5.746665955,5.746665955,0
1996-11-13 00:00:00+00:00,3.390364885,5.976665974,6.022222042,5.692222118,5.753333092,355684500
1996-11-14 00:00:00+00:00,3.310316801,5.835555077,6.018887997,5.801111221,5.965555191,359842500
1996-11-15 00:00:00+00:00,3.342461824,5.892221928,5.922222137,5.744443893,5.833333015,280755000
1996-11-18 00:00:00+00:00,3.570000172,6.293333054,6.305554867,5.809999943,5.911110878,583254000
1996-11-19 00:00:00+00:00,3.603405237,6.352221966,6.666666031,6.204443932,6.300000191,574497000
1996-11-20 00:00:00+00:00,3.425660849,6.038887978,6.309999943,6.014443874,6.269999981,459504000
1996-11-21 00:00:00+00:00,3.463479996,6.105555058,6.196665764,6.018887997,6.067777157,475204500
1996-11-22 00:00:00+00:00,3.455285072,6.091111183,6.151111126,6.055554867,6.087777138,313681500
1996-11-25 00:00:00+00:00,3.453393936,6.087777138,6.222221851,5.827776909,6.072222233,411858000
1996-11-26 00:00:00+00:00,3.607187271,6.358888149,6.511110783,6.111111164,6.222221851,556713000
1996-11-27 00:00:00+00:00,3.436376095,6.057776928,6.131111145,5.958888054,6.114443779,239976000
1996-11-28 00:00:00+00:00,3.464109659,6.106666088,6.157776833,6.066666126,6.071111202,165361500
1996-11-29 00:00:00+00:00,3.467261791,6.112222195,6.187777042,6.099999905,6.111111164,115047000
1996-12-02 00:00:00+00:00,3.508860826,6.185554981,6.288887978,6.111111164,6.122221947,166797000
1996-12-03 00:00:00+00:00,3.423770189,6.035554886,6.226665974,5.911110878,6.177776814,264496500
1996-12-04 00:00:00+00:00,3.310316801,5.835555077,5.86666584,5.657776833,5.829999924,214218000
1996-12-05 00:00:00+00:00,3.37901926,5.956665993,6,5.756666183,5.801111221,217219500
1996-12-06 00:00:00+00:00,3.434485674,6.054443836,6.119999886,5.798888206,6,236835000
1996-12-09 00:00:00+00:00,3.472303867,6.121110916,6.197776794,6.063333035,6.099999905,201159000
1996-12-10 00:00:00+00:00,3.452134132,6.085555077,6.44444418,6,6.108888149,255582000
1996-12-11 00:00:00+00:00,3.5983634,6.343332767,6.375555038,6.045555115,6.131111145,231367500
1996-12-12 00:00:00+00:00,3.55928421,6.274444103,6.416666031,6.253333092,6.374444008,249822000
1996-12-13 00:00:00+00:00,3.522097111,6.208888054,6.254444122,6.138887882,6.254444122,274554000
1996-12-16 00:00:00+00:00,3.58134532,6.313333035,6.333333015,6.181110859,6.193333149,219213000
1996-12-17 00:00:00+00:00,3.565587759,6.285554886,6.443333149,6.099999905,6.321111202,228690000
1996-12-18 00:00:00+00:00,3.588278532,6.325554848,6.389999866,6.177776814,6.177776814,238410000
1996-12-19 00:00:00+00:00,3.594580173,6.336666107,6.361111164,6.262221813,6.314444065,120307500
1996-12-20 00:00:00+00:00,3.731355906,6.577776909,6.613333225,6.36555481,6.375555038,323748000
1996-12-23 00:00:00+00:00,3.822118282,6.737777233,6.766665936,6.585555077,6.622221947,314752500
1996-12-24 00:00:00+00:00,3.910360575,6.893332958,7.199999809,6.712222099,6.761110783,346612500
1996-12-25 00:00:00+00:00,3.910360575,6.893332958,6.893332958,6.893332958,6.893332958,0
1996-12-26 00:00:00+00:00,4.182648182,7.373332977,7.376666069,6.954443932,6.955554962,266548500
1996-12-27 00:00:00+00:00,4.182648182,7.373332977,7.373332977,7.373332977,7.373332977,0
1996-12-30 00:00:00+00:00,4.182648182,7.373332977,7.373332977,7.373332977,7.373332977,0
1996-12-31 00:00:00+00:00,4.199035645,7.402222157,7.662221909,7.288887978,7.577776909,420943500
1997-01-01 00:00:00+00:00,4.342113495,7.654444218,7.722221851,7.488887787,7.488887787,199728000
1997-01-02 00:00:00+00:00,4.276562214,7.538887978,7.699999809,7.502222061,7.677776814,228190500
1997-01-03 00:00:00+00:00,4.262695313,7.514443874,7.554443836,7.415555,7.511110783,189981000
1997-01-06 00:00:00+00:00,4.104491711,7.235555172,7.511110783,7.186666012,7.466666222,230337000
1997-01-07 00:00:00+00:00,4.043352127,7.1277771,7.274444103,6.977777004,7.199999809,270684000
1997-01-08 00:00:00+00:00,4.074235916,7.182221889,7.436666012,7.134444237,7.288887978,251383500
1997-01-09 00:00:00+00:00,4.11772728,7.258887768,7.308887959,7.134444237,7.155554771,252481500
1997-01-10 00:00:00+00:00,4.359760761,7.685554981,7.754444122,7.362222195,7.37888813,623070000
1997-01-13 00:00:00+00:00,4.530571938,7.986666203,8.083333015,7.633333206,7.744443893,517153500
1997-01-14 00:00:00+00:00,4.827442169,8.510000229,8.546666145,8.111110687,8.111110687,658503000
1997-01-15 00:00:00+00:00,5.165910721,9.106665611,9.106665611,8.644444466,8.644444466,310860000
